energy,this_work_20p,this_work_50p,this_work_80p,this_work_contained_20p,this_work_contained_50p,this_work_contained_80p,prev_work_20p,prev_work_50p,prev_work_80p
264822.9799836131,3.5009999999999994,7.731,19.125,2.835,5.805,12.285,3.537,7.100999999999999,14.102999999999998
302205.758045153,3.4109999999999996,7.677,18.656999999999996,2.7989999999999995,5.769,12.140999999999998,3.537,7.046999999999999,13.976999999999999
344865.540752154,3.375,7.568999999999999,18.333,2.7809999999999997,5.661,11.907,3.537,7.029,13.922999999999998
393547.2373776074,3.3209999999999997,7.5329999999999995,18.333,2.763,5.606999999999999,11.979,3.5009999999999994,6.956999999999999,13.724999999999998
449100.9096175689,3.231,7.514999999999999,17.756999999999998,2.6189999999999998,5.606999999999999,11.384999999999998,3.5009999999999994,6.975,13.742999999999999
512496.615052604,3.2489999999999997,7.443,17.397,2.5829999999999997,5.5169999999999995,11.114999999999998,3.5009999999999994,6.956999999999999,13.671
584841.345932785,3.213,7.334999999999999,17.288999999999998,2.511,5.247,10.881,3.5189999999999997,6.956999999999999,13.616999999999999
667398.3590649926,3.1769999999999996,7.244999999999999,17.397,2.493,5.193,10.431,3.5009999999999994,6.920999999999999,13.544999999999998
761609.2343338461,3.0149999999999997,6.885,16.947,2.3489999999999998,5.013,10.197,3.5189999999999997,6.939,13.472999999999999
869119.0470339501,2.961,6.902999999999999,16.947,2.3309999999999995,4.940999999999999,10.395,3.5009999999999994,6.939,13.437
991805.0935633631,2.889,6.866999999999999,16.352999999999998,2.295,4.743,10.088999999999999,3.5009999999999994,6.920999999999999,13.364999999999998
1131809.672075692,2.835,6.5249999999999995,16.101,2.223,4.689,9.620999999999999,3.5189999999999997,6.885,13.364999999999998
1291577.490494351,2.691,6.417,16.209,2.025,4.472999999999999,9.387,3.537,6.975,13.437
1473898.3550938603,2.691,6.507,16.317,1.9529999999999998,4.491,9.099,3.5909999999999997,6.939,13.364999999999998
1681955.885060301,2.673,6.254999999999999,16.389,1.9889999999999999,4.329,8.523,3.663,6.975,13.238999999999999
1919383.1036664867,2.6189999999999998,6.110999999999999,16.011,1.9529999999999998,4.311,8.216999999999999,3.6449999999999996,6.975,13.418999999999999
2190325.876774296,2.529,5.913,15.561,1.863,4.257,8.163,3.6449999999999996,7.029,13.527
2499515.3064037333,2.511,5.805,14.876999999999999,1.9169999999999998,4.311,8.199,3.7169999999999996,7.0649999999999995,13.527
2852350.343478293,2.5469999999999997,5.840999999999999,15.038999999999998,2.0789999999999997,4.311,8.451,3.7889999999999997,7.209,13.599
3254992.0622996883,2.511,5.769,15.038999999999998,1.9709999999999996,4.3469999999999995,8.541,3.7889999999999997,7.334999999999999,13.796999999999999
3714471.2429378354,2.4029999999999996,5.895,15.038999999999998,1.9169999999999998,4.257,8.774999999999999,3.8249999999999997,7.407,13.959
4238811.140099744,2.457,6.183,14.697,2.043,4.401,8.793,3.933,7.5329999999999995,14.157
4837167.5822217185,2.421,5.552999999999999,13.832999999999998,2.0969999999999995,4.004999999999999,7.748999999999999,4.131,8.270999999999999,14.517
5519988.847143139,2.4029999999999996,5.228999999999999,13.491,2.0969999999999995,4.004999999999999,7.622999999999999,4.131,8.360999999999999,14.607
6299198.106051469,2.4029999999999996,5.084999999999999,13.437,2.1149999999999998,4.004999999999999,7.263,4.148999999999999,8.451,14.642999999999999
8203126.33474183,2.457,5.084999999999999,13.347,2.1149999999999998,4.004999999999999,7.226999999999999,4.148999999999999,8.559,14.715
