8.550625408057712651e-01,1.420140627952832524e-01,2.453731462244525437e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.836828662379849781e-04,8.598207046290951884e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.082165190677069178e-01,5.990384924672351730e-01,9.161081463735624986e-02,1.018929358277868976e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.439040913019869873e-05,2.232534598638537891e-05,2.852871430734395852e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.798108913708492393e-02,2.947242221549611907e-01,5.998954313097517588e-01,7.640790270994402000e-02,8.768206236591716664e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.145340645989178336e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.650961532435145825e-03,2.628721562870420594e-02,2.838193437656954532e-01,6.203163355414172964e-01,6.214414354863060513e-02,7.088000171689687106e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.319996594848833928e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.978551563188242404e-03,6.178281543394853297e-03,2.399408119533903705e-02,2.726238615783789787e-01,6.342076124520317215e-01,6.072022754984898046e-02,1.013567569273040214e-04,1.699143552582646868e-04,2.611300563250102571e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.089416422357958672e-03,1.626977400143202798e-03,6.817611113851675814e-03,2.175108973377016391e-02,2.661299668968343246e-01,6.510926738902591548e-01,5.117773527564562636e-02,2.019690942046697307e-04,0.000000000000000000e+00,1.125601729333399365e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.411014828125535045e-04,8.808133859673358216e-04,1.870896994419316570e-03,4.851913478689635038e-03,2.008097120024610396e-02,2.546418433675742832e-01,6.705055113520853594e-01,4.614051389387331670e-02,2.078377105630809180e-04,3.119856479779420166e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.473985689712777631e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.008947343432145327e-04,5.072536503739351983e-04,5.731057043280926707e-04,2.220494691532486162e-03,7.987474957310300092e-03,1.845793530043411679e-02,2.254378269835010662e-01,6.982500446614915424e-01,4.615442559645473869e-02,1.998968101928694707e-04,2.688793151189311509e-05,2.582763903932924732e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.793133948640921763e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.568749274430672122e-04,2.804309761452544953e-04,3.996581449720405040e-04,7.534931135199591026e-04,1.824493517805357568e-03,5.732969332713271082e-03,1.692037275609483207e-02,2.267979918888051172e-01,7.088787011479418254e-01,3.782017724982129209e-02,4.348369447380648735e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.304990837740771785e-04,1.282592823601623846e-04,2.800744894568387767e-04,6.751101639766196420e-04,2.403949864761562548e-03,3.700803651410062949e-03,1.827406782060658763e-02,2.154660482562323898e-01,7.275728684809772417e-01,3.100016888123735895e-02,2.513985426550568569e-04,5.415065195196508527e-05,6.260083060014662185e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
